73.439	52000
73.444	40000
73.449	48000
73.454	44000
73.459	56000
73.464	36000
73.469	40000
73.474	32000
73.479	64000
73.484	48000
73.489	52000
73.494	44000
73.499	44000
73.504	48000
73.509	60000
73.514	56000
73.519	48000
73.524	80000
73.529	80000
73.534	72000
73.539	108000
73.544	72000
73.549	64000
73.554	92000
73.559	80000
73.564	96000
73.569	128000
73.574	128000
73.579	164000
73.584	216000
73.589	156000
73.594	176000
73.599	212000
73.604	240000
73.609	264000
73.614	324000
73.619	280000
73.624	380000
73.629	396000
73.634	448000
73.639	560000
73.644	588000
73.649	604000
73.654	708000
73.659	784000
73.664	920000
73.669	916000
73.674	920000
73.679	1.004E6
73.684	1.188E6
73.689	1.28E6
73.694	1.228E6
73.699	1.408E6
73.704	1.392E6
73.709	1.54E6
73.714	1.5E6
73.719	1.524E6
73.724	1.86E6
73.729	1.796E6
73.734	1.712E6
73.739	1.636E6
73.744	1.56E6
73.749	1.588E6
73.754	1.596E6
73.759	1.46E6
73.764	1.368E6
73.769	1.132E6
73.774	908000
73.779	876000
73.784	716000
73.789	572000
73.794	588000
73.799	288000
73.804	276000
73.809	220000
73.814	172000
73.819	188000
73.824	196000
73.829	220000
73.834	296000
73.839	500000
73.844	496000
73.849	708000
73.854	892000
73.859	904000
73.864	1.336E6
73.869	1.34E6
73.874	1.24E6
73.879	1.348E6
73.884	1.504E6
73.889	1.444E6
73.894	1.248E6
73.899	1.132E6
73.904	956000
73.909	908000
73.914	728000
73.919	500000
73.924	372000
73.929	252000
73.934	268000
73.939	260000
73.944	316000
73.949	368000
73.954	388000
73.959	680000
73.964	840000
73.969	1.092E6
73.974	1.156E6
73.979	1.324E6
73.984	1.448E6
73.989	1.592E6
73.994	1.38E6
73.999	1.288E6
74.004	1.144E6
74.009	1.048E6
74.014	640000
74.019	588000
74.024	460000
74.029	320000
74.034	260000
74.039	336000
74.044	436000
74.049	612000
74.054	736000
74.059	1.08E6
74.064	1.364E6
74.069	1.44E6
74.074	1.7E6
74.079	1.552E6
74.084	1.472E6
74.089	1.188E6
74.094	940000
74.099	828000
74.104	564000
74.109	360000
74.114	288000
74.119	412000
74.124	404000
74.129	708000
74.134	924000
74.139	1.384E6
74.144	1.52E6
74.149	1.548E6
74.154	1.608E6
74.159	1.552E6
74.164	1.368E6
74.169	1.028E6
74.174	744000
74.179	524000
74.184	400000
74.189	396000
74.194	528000
74.199	716000
74.204	1.228E6
74.209	1.34E6
74.214	1.748E6
74.219	1.9E6
74.224	1.712E6
74.229	1.548E6
74.234	1.372E6
74.239	916000
74.244	632000
74.249	524000
74.254	512000
74.259	672000
74.264	928000
74.269	1.256E6
74.274	1.684E6
74.279	1.892E6
74.284	1.908E6
74.289	1.816E6
74.294	1.424E6
74.299	1.172E6
74.304	864000
74.309	516000
74.314	620000
74.319	744000
74.324	1.136E6
74.329	1.544E6
74.334	2.052E6
74.339	2.18E6
74.344	1.916E6
74.349	1.828E6
74.354	1.424E6
74.359	944000
74.364	752000
74.369	680000
74.374	956000
74.379	1.404E6
74.384	1.764E6
74.389	2.292E6
74.394	2.32E6
74.399	2.332E6
74.404	1.712E6
74.409	1.176E6
74.414	904000
74.419	836000
74.424	976000
74.429	1.384E6
74.434	1.892E6
74.439	2.192E6
74.444	2.424E6
74.449	2.284E6
74.454	1.792E6
74.459	1.24E6
74.464	852000
74.469	964000
74.474	1.288E6
74.479	1.804E6
74.484	2.384E6
74.489	2.456E6
74.494	2.424E6
74.499	1.792E6
74.504	1.412E6
74.509	1.064E6
74.514	1.02E6
74.519	1.584E6
74.524	2.272E6
74.529	2.684E6
74.534	2.896E6
74.539	2.4E6
74.544	1.904E6
74.549	1.404E6
74.554	1.132E6
74.559	1.504E6
74.564	2.168E6
74.569	2.696E6
74.574	2.992E6
74.579	2.716E6
74.584	2.088E6
74.589	1.576E6
74.594	1.44E6
74.599	1.792E6
74.604	2.484E6
74.609	3.156E6
74.614	3.196E6
74.619	2.772E6
74.624	1.988E6
74.629	1.704E6
74.634	1.772E6
74.639	2.304E6
74.644	2.9E6
74.649	3.396E6
74.654	3.16E6
74.659	2.436E6
74.664	1.772E6
74.669	2.076E6
74.674	2.636E6
74.679	3.472E6
74.684	3.644E6
74.689	3.428E6
74.694	2.652E6
74.699	2.092E6
74.704	2.2E6
74.709	3.292E6
74.714	3.896E6
74.719	3.956E6
74.724	3.212E6
74.729	2.396E6
74.734	2.476E6
74.739	2.98E6
74.744	3.824E6
74.749	3.952E6
74.754	3.688E6
74.759	2.952E6
74.764	2.824E6
74.769	3.22E6
74.774	4.144E6
74.779	4.488E6
74.784	4.028E6
74.789	3.512E6
74.794	3.128E6
74.799	3.74E6
74.804	4.568E6
74.809	4.816E6
74.814	4.376E6
74.819	3.512E6
74.824	3.728E6
74.829	4.48E6
74.834	5.008E6
74.839	5.124E6
74.844	4.344E6
74.849	3.868E6
74.854	4.148E6
74.859	5.516E6
74.864	5.548E6
74.869	5.248E6
74.874	4.328E6
74.879	4.58E6
74.884	5.432E6
74.889	5.924E6
74.894	5.556E6
74.899	5.24E6
74.904	5.208E6
74.909	6.292E6
74.914	6.364E6
74.919	6.136E6
74.924	5.596E6
74.929	5.688E6
74.934	6.948E6
74.939	7.22E6
74.944	6.408E6
74.949	6.312E6
74.954	6.82E6
74.959	7.724E6
74.964	7.364E6
74.969	7.224E6
74.974	6.888E6
74.979	7.772E6
74.984	8.068E6
74.989	7.736E6
74.994	7.644E6
74.999	8.464E6
75.004	9.164E6
75.009	8.596E6
75.014	8.608E6
75.019	9.296E6
75.024	1.0088E7
75.029	9.848E6
75.034	9.404E6
75.039	1.0196E7
75.044	1.0952E7
75.049	1.0508E7
75.054	1.0692E7
75.059	1.1436E7
75.064	1.1588E7
75.069	1.1412E7
75.074	1.2448E7
75.079	1.2332E7
75.084	1.2916E7
75.089	1.3204E7
75.094	1.3776E7
75.099	1.4228E7
75.104	1.4436E7
75.109	1.4688E7
75.114	1.5268E7
75.119	1.5328E7
75.124	1.658E7
75.129	1.7392E7
75.134	1.7624E7
75.139	1.81E7
75.144	1.9472E7
75.149	1.9112E7
75.154	2.0268E7
75.159	2.1032E7
75.164	2.1596E7
75.169	2.2192E7
75.174	2.3584E7
75.179	2.3852E7
75.184	2.5008E7
75.189	2.6216E7
75.194	2.8016E7
75.199	2.8392E7
75.204	2.958E7
75.209	3.1156E7
75.214	3.2772E7
75.219	3.4788E7
75.224	3.61E7
75.229	3.816E7
75.234	4.0276E7
75.239	4.1216E7
75.244	4.3468E7
75.249	4.6772E7
75.254	4.966E7
75.259	5.2516E7
75.264	5.5208E7
75.269	5.9468E7
75.274	6.3892E7
75.279	6.8716E7
75.284	7.3748E7
75.289	7.9364E7
75.294	8.6952E7
75.299	9.6756E7
75.304	1.0596E8
75.309	1.17312E8
75.314	1.31548E8
75.319	1.4604E8
75.324	1.6754E8
75.329	1.90568E8
75.334	2.2358E8
75.339	2.63164E8
75.344	2.94444E8
75.349	3.01804E8
75.354	2.59892E8
75.359	1.84356E8
75.364	1.1562E8
75.369	7.5396E7
75.374	6.5176E7
75.379	1.071E8
75.384	3.3906E8
75.389	9.99324E8
75.394	1.91469E9
75.399	2.53204E9
75.404	2.19368E9
75.409	9.84556E8
75.414	2.31748E8
75.419	6.0852E7
75.424	2.3844E7
75.429	1.1816E7
75.434	6.952E6
75.439	4.136E6
75.444	3.056E6
75.449	2.22E6
75.454	1.796E6
75.459	1.348E6
75.464	1.016E6
75.469	868000
75.474	704000
75.479	552000
75.484	440000
75.489	432000
75.494	412000
75.499	364000
75.504	312000
75.509	332000
75.514	284000
75.519	272000
75.524	272000
75.529	280000
75.534	212000
75.539	232000
75.544	192000
75.549	196000
75.554	220000
75.559	192000
75.564	188000
75.569	148000
75.574	212000
75.579	160000
75.584	164000
75.589	156000
75.594	192000
75.599	164000
75.604	104000
75.609	172000
75.614	124000
75.619	140000
75.624	144000
75.629	104000
75.634	176000
75.639	160000
75.644	112000
75.649	116000
75.654	100000
75.659	116000
75.664	116000
75.669	108000
75.674	104000
75.679	92000
75.684	80000
75.689	104000
75.694	108000
75.699	96000
75.704	92000
75.709	96000
75.714	72000
75.719	76000
75.724	104000
75.729	72000
75.734	84000
75.739	112000
75.744	108000
75.749	76000
